,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2.AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
20220,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/3/2007,Parts per billion,34.347826,41,16,39,Parts per million,0.0065,0.013,8,11,Parts per billion,2.391304,4,5,6,Parts per million,0.808333,1.1,7,13
20224,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/4/2007,Parts per billion,47.73913,66,15,64,Parts per million,0.002625,0.004,6,3,Parts per billion,3.695652,10,14,14,Parts per million,1.583333,2.4,8,27
20228,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/5/2007,Parts per billion,33.347826,53,7,50,Parts per million,0.010833,0.019,13,16,Parts per billion,2.521739,5,8,7,Parts per million,1.520833,2.4,7,27
20232,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/6/2007,Parts per billion,18.652174,30,5,28,Parts per million,0.022667,0.034,21,29,Parts per billion,1.217391,2,5,3,Parts per million,0.45,0.6,9,7
20236,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/7/2007,Parts per billion,12,23,7,22,Parts per million,0.027333,0.031,0,26,Parts per billion,1.173913,2,10,3,Parts per million,0.2875,0.3,0,3
20240,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/8/2007,Parts per billion,18.347826,30,20,28,Parts per million,0.017917,0.03,10,25,Parts per billion,1.26087,2,5,3,Parts per million,0.4625,0.8,9,9
20244,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/9/2007,Parts per billion,20.565217,34,21,32,Parts per million,0.014833,0.03,9,25,Parts per billion,1.173913,2,8,3,Parts per million,0.470833,0.9,23,10
20248,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/10/2007,Parts per billion,32.043478,38,8,36,Parts per million,0.006333,0.012,10,10,Parts per billion,1.913043,4,5,6,Parts per million,1.145833,1.9,9,22
20252,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/11/2007,Parts per billion,22.304348,36,17,34,Parts per million,0.014333,0.033,8,28,Parts per billion,1.26087,3,5,4,Parts per million,0.566667,0.9,3,10
20256,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/12/2007,Parts per billion,33.608696,42,23,40,Parts per million,0.007292,0.017,9,14,Parts per billion,1.956522,3,5,4,Parts per million,0.845833,1.2,8,14
20260,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/13/2007,Parts per billion,37,46,14,43,Parts per million,0.004542,0.009,10,8,Parts per billion,3.652174,13,14,19,Parts per million,1.175,1.4,4,16
20264,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/14/2007,Parts per billion,35,45,8,42,Parts per million,0.005125,0.011,8,9,Parts per billion,3.26087,11,17,16,Parts per million,1.4,2,9,23
20268,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/15/2007,Parts per billion,36.826087,45,13,42,Parts per million,0.004625,0.009,8,8,Parts per billion,2.608696,5,13,7,Parts per million,1.466667,2.4,4,27
20272,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/16/2007,Parts per billion,28.913043,40,0,38,Parts per million,0.008625,0.018,11,15,Parts per billion,1.826087,5,13,7,Parts per million,1.091667,2,4,23
20276,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/17/2007,Parts per billion,29.478261,41,9,39,Parts per million,0.007708,0.018,11,15,Parts per billion,1.826087,4,11,6,Parts per million,1.129167,1.8,7,20
20280,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/18/2007,Parts per billion,24.086957,34,19,32,Parts per million,0.011708,0.023,23,19,Parts per billion,1.173913,2,12,3,Parts per million,0.579167,0.7,8,8
20284,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/19/2007,Parts per billion,16.826087,26,17,25,Parts per million,0.014708,0.021,0,18,Parts per billion,1.043478,2,5,3,Parts per million,0.375,0.5,21,6
20288,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/20/2007,Parts per billion,21.347826,32,21,30,Parts per million,0.015958,0.025,22,21,Parts per billion,2.26087,17,14,24,Parts per million,0.525,0.8,7,9
20292,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/21/2007,Parts per billion,26.217391,39,16,37,Parts per million,0.009875,0.022,0,19,Parts per billion,2.391304,6,18,9,Parts per million,0.5375,1.4,23,16
20296,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/22/2007,Parts per billion,31.391304,41,21,39,Parts per million,0.007667,0.018,10,15,Parts per billion,3.086957,11,17,16,Parts per million,1.25,1.8,2,20
20300,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/23/2007,Parts per billion,28.608696,43,21,41,Parts per million,0.011083,0.026,10,22,Parts per billion,2.695652,5,13,7,Parts per million,0.9,1.5,23,17
20304,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/24/2007,Parts per billion,27.913043,51,10,48,Parts per million,0.014333,0.025,15,21,Parts per billion,3.304348,9,12,13,Parts per million,1.170833,2,4,23
20308,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/25/2007,Parts per billion,19.73913,38,18,36,Parts per million,0.02,0.04,8,34,Parts per billion,1.73913,4,14,6,Parts per million,0.520833,1.1,23,13
20312,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/26/2007,Parts per billion,22.043478,40,8,38,Parts per million,0.020792,0.033,18,28,Parts per billion,2.086957,5,8,7,Parts per million,0.85,1.2,0,14
20316,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/27/2007,Parts per billion,22.8,41,23,39,Parts per million,0.008917,0.027,0,23,Parts per billion,2.133333,4,22,6,Parts per million,0.341667,1,23,11
20320,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/28/2007,Parts per billion,30.26087,38,0,36,Parts per million,0.006458,0.01,13,8,Parts per billion,4.217391,9,12,13,Parts per million,1,1.5,5,17
20324,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/29/2007,Parts per billion,27.913043,35,17,33,Parts per million,0.003833,0.008,9,7,Parts per billion,3.043478,5,13,7,Parts per million,0.720833,1.1,23,13
20328,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/30/2007,Parts per billion,24.173913,31,21,29,Parts per million,0.00675,0.016,10,14,Parts per billion,2.956522,6,15,9,Parts per million,1.1125,1.5,3,17
20332,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,12/31/2007,Parts per billion,19.869565,36,23,34,Parts per million,0.019158,0.034,13,29,Parts per billion,1.826087,3,5,4,Parts per million,1.05,1.9,8,22
20901,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/1/2008,Parts per billion,18.772727,34,0,32,Parts per million,0.019083,0.034,9,29,Parts per billion,1.217391,2,0,3,Parts per million,0.483333,0.7,6,8
20905,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/2/2008,Parts per billion,32.652174,43,20,41,Parts per million,0.008042,0.018,9,15,Parts per billion,2.608696,5,19,7,Parts per million,0.854167,1.6,23,18
20909,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/3/2008,Parts per billion,28.304348,45,6,42,Parts per million,0.013625,0.025,20,21,Parts per billion,2.826087,5,5,7,Parts per million,1.304167,1.9,7,22
20913,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/4/2008,Parts per billion,9,23,7,22,Parts per million,0.023083,0.027,9,23,Parts per billion,1.217391,2,5,3,Parts per million,0.3875,0.5,0,6
20917,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/5/2008,Parts per billion,17.608696,33,19,31,Parts per million,0.01775,0.028,23,24,Parts per billion,2.130435,4,11,6,Parts per million,0.425,0.6,19,7
20921,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/6/2008,Parts per billion,9.826087,16,17,15,Parts per million,0.025875,0.029,0,25,Parts per billion,1.608696,2,0,3,Parts per million,0.395833,0.6,0,7
20925,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/7/2008,Parts per billion,22.086957,35,8,33,Parts per million,0.009083,0.019,9,16,Parts per billion,1.434783,2,5,3,Parts per million,0.579167,0.9,22,10
20929,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/8/2008,Parts per billion,27.73913,40,16,38,Parts per million,0.0045,0.01,10,8,Parts per billion,2.304348,4,16,6,Parts per million,1.05,1.5,9,17
20933,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/9/2008,Parts per billion,28.73913,35,15,33,Parts per million,0.002792,0.006,10,5,Parts per billion,2.086957,3,5,4,Parts per million,1.1625,1.8,9,20
20937,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/10/2008,Parts per billion,32.695652,47,12,44,Parts per million,0.003167,0.007,9,6,Parts per billion,3.521739,11,12,16,Parts per million,1.291667,1.9,8,22
20941,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/11/2008,Parts per billion,37.869565,64,12,62,Parts per million,0.00225,0.005,8,4,Parts per billion,3.782609,10,13,14,Parts per million,1.7,2.5,9,28
20945,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/12/2008,Parts per billion,41.130435,69,13,67,Parts per million,0.003083,0.005,7,4,Parts per billion,3.521739,9,13,13,Parts per million,1.716667,2.3,8,26
20949,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/13/2008,Parts per billion,32.73913,41,21,39,Parts per million,0.010042,0.024,9,20,Parts per billion,2.869565,7,13,10,Parts per million,1.375,2.1,3,24
20953,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/14/2008,Parts per billion,36.608696,59,10,56,Parts per million,0.008458,0.021,9,18,Parts per billion,3.130435,7,10,10,Parts per million,1.479167,2,10,23
20957,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/15/2008,Parts per billion,31.956522,47,8,44,Parts per million,0.006208,0.014,8,12,Parts per billion,3,8,14,11,Parts per million,1.279167,1.8,7,20
20961,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/16/2008,Parts per billion,23.173913,37,18,35,Parts per million,0.017625,0.033,21,28,Parts per billion,1.434783,2,5,3,Parts per million,0.829167,1.3,8,15
20965,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/17/2008,Parts per billion,25.347826,40,8,38,Parts per million,0.012125,0.028,0,24,Parts per billion,2.043478,4,11,6,Parts per million,0.5625,1,23,11
20969,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/18/2008,Parts per billion,34.434783,44,8,42,Parts per million,0.005708,0.013,9,11,Parts per billion,3.173913,5,13,7,Parts per million,1.204167,1.5,8,17
20973,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/19/2008,Parts per billion,31.434783,40,0,38,Parts per million,0.008208,0.02,10,17,Parts per billion,2.26087,6,14,9,Parts per million,1.170833,1.9,4,22
20977,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/20/2008,Parts per billion,21.478261,34,0,32,Parts per million,0.0195,0.03,10,25,Parts per billion,2.217391,3,5,4,Parts per million,1.1125,1.9,7,22
20981,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/21/2008,Parts per billion,22.869565,32,7,30,Parts per million,0.012875,0.024,9,20,Parts per billion,1.956522,3,0,4,Parts per million,0.495833,0.7,22,8
20985,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/22/2008,Parts per billion,20.956522,33,22,31,Parts per million,0.014,0.028,9,24,Parts per billion,1.26087,2,5,3,Parts per million,0.620833,0.8,0,9
20989,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/23/2008,Parts per billion,19.956522,33,20,31,Parts per million,0.015792,0.032,10,27,Parts per billion,1.217391,2,5,3,Parts per million,0.7,1,3,11
20993,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/24/2008,Parts per billion,15.521739,32,6,30,Parts per million,0.025667,0.034,18,29,Parts per billion,1.173913,2,5,3,Parts per million,0.454167,0.6,9,7
20997,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/25/2008,Parts per billion,10.478261,29,23,27,Parts per million,0.022417,0.034,0,29,Parts per billion,1,1,0,1,Parts per million,0.333333,0.6,23,7
21001,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/26/2008,Parts per billion,15.608696,28,0,26,Parts per million,0.018917,0.031,10,26,Parts per billion,1.086957,2,5,3,Parts per million,0.670833,1.1,5,13
21005,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/27/2008,Parts per billion,7.956522,16,17,15,Parts per million,0.034042,0.04,8,34,Parts per billion,1.26087,3,8,4,Parts per million,0.3125,0.4,0,5
21009,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/28/2008,Parts per billion,15.826087,33,22,31,Parts per million,0.018292,0.029,9,25,Parts per billion,1.26087,2,0,3,Parts per million,0.329167,0.5,23,6
21013,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/29/2008,Parts per billion,24.086957,32,18,30,Parts per million,0.01075,0.023,9,19,Parts per billion,1.521739,3,22,4,Parts per million,0.6125,0.8,7,9
21017,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/30/2008,Parts per billion,24.952381,38,8,36,Parts per million,0.012696,0.031,10,26,Parts per billion,1.952381,4,8,6,Parts per million,0.782609,1.5,10,17
21021,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,1/31/2008,Parts per billion,29.565217,36,0,34,Parts per million,0.010042,0.017,9,14,Parts per billion,2.304348,7,14,10,Parts per million,0.7875,1,4,11
21025,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/1/2008,Parts per billion,27.130435,34,10,32,Parts per million,0.009292,0.022,10,19,Parts per billion,2.043478,4,9,6,Parts per million,0.866667,1.3,8,15
21029,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/2/2008,Parts per billion,26.695652,34,20,32,Parts per million,0.009792,0.021,11,18,Parts per billion,1.956522,5,13,7,Parts per million,0.8625,1.2,1,14
21033,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/3/2008,Parts per billion,11.130435,31,0,29,Parts per million,0.02725,0.037,12,31,Parts per billion,1.086957,2,12,3,Parts per million,0.541667,1,2,11
21037,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/4/2008,Parts per billion,19.391304,31,7,29,Parts per million,0.01475,0.029,10,25,Parts per billion,1.434783,3,5,4,Parts per million,0.466667,0.6,9,7
21041,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/5/2008,Parts per billion,28.565217,41,7,39,Parts per million,0.010542,0.023,10,19,Parts per billion,1.73913,4,5,6,Parts per million,0.845833,1.4,8,16
21045,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/6/2008,Parts per billion,34.869565,40,11,38,Parts per million,0.006333,0.014,9,12,Parts per billion,3.826087,14,5,20,Parts per million,1.025,1.5,7,17
21049,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/7/2008,Parts per billion,35.652174,48,13,45,Parts per million,0.00675,0.015,9,13,Parts per billion,2.521739,4,5,6,Parts per million,1.145833,1.7,8,19
21053,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/8/2008,Parts per billion,48.521739,76,13,74,Parts per million,0.005333,0.011,10,9,Parts per billion,10.434783,87,17,106,Parts per million,1.3625,2,9,23
21057,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/9/2008,Parts per billion,39.913043,55,0,52,Parts per million,0.009625,0.023,11,19,Parts per billion,6.26087,30,20,43,Parts per million,1.483333,2.4,6,27
21061,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/10/2008,Parts per billion,37.913043,58,13,55,Parts per million,0.012083,0.025,10,21,Parts per billion,3.73913,14,14,20,Parts per million,1.354167,2.1,5,24
21065,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/11/2008,Parts per billion,44.217391,60,15,57,Parts per million,0.007375,0.017,9,14,Parts per billion,3.173913,9,15,13,Parts per million,1.116667,1.5,8,17
21069,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/12/2008,Parts per billion,40.695652,75,12,73,Parts per million,0.00925,0.022,11,19,Parts per billion,3.347826,15,12,21,Parts per million,1.441667,2,4,23
21073,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/13/2008,Parts per billion,21.652174,42,0,40,Parts per million,0.019792,0.029,18,25,Parts per billion,1.565217,3,0,4,Parts per million,0.720833,1.2,4,14
21077,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/14/2008,Parts per billion,21.913043,39,19,37,Parts per million,0.013208,0.024,7,20,Parts per billion,2.086957,6,16,9,Parts per million,0.433333,0.8,23,9
21081,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/15/2008,Parts per billion,25.869565,39,7,37,Parts per million,0.014042,0.032,10,27,Parts per billion,2.217391,11,8,16,Parts per million,0.6875,0.9,1,10
21085,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/16/2008,Parts per billion,21.565217,32,0,30,Parts per million,0.016417,0.033,11,28,Parts per billion,2.086957,4,13,6,Parts per million,0.670833,1,2,11
21089,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/17/2008,Parts per billion,16.826087,31,0,29,Parts per million,0.025375,0.043,13,36,Parts per billion,2.130435,8,12,11,Parts per million,0.5625,0.8,2,9
21093,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/18/2008,Parts per billion,23.826087,36,9,34,Parts per million,0.021167,0.035,11,30,Parts per billion,1.956522,6,13,9,Parts per million,0.6375,1,8,11
21097,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/19/2008,Parts per billion,23.4,41,8,39,Parts per million,0.019882,0.024,12,20,Parts per billion,2.15,5,7,7,Parts per million,0.423529,0.5,17,6
21101,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/20/2008,Parts per billion,18.086957,31,2,29,Parts per million,0.01875,0.028,13,24,Parts per billion,1.608696,4,12,6,Parts per million,0.366667,0.4,0,5
21105,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/21/2008,Parts per billion,15.652174,28,8,26,Parts per million,0.025208,0.033,18,28,Parts per billion,1.173913,2,7,3,Parts per million,0.4875,0.7,8,8
21109,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/22/2008,Parts per billion,13.391304,26,12,25,Parts per million,0.021458,0.03,13,25,Parts per billion,1.086957,2,12,3,Parts per million,0.354167,0.4,11,5
21113,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/23/2008,Parts per billion,18.043478,28,18,26,Parts per million,0.0225,0.033,9,28,Parts per billion,1.130435,2,5,3,Parts per million,0.541667,0.8,7,9
21117,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/24/2008,Parts per billion,11.73913,24,21,23,Parts per million,0.021958,0.031,0,26,Parts per billion,1.043478,2,17,3,Parts per million,0.391667,0.5,0,6
21121,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/25/2008,Parts per billion,25.26087,36,23,34,Parts per million,0.00975,0.022,10,19,Parts per billion,1.73913,7,14,10,Parts per million,0.633333,0.8,8,9
21125,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/26/2008,Parts per billion,31.347826,41,8,39,Parts per million,0.012125,0.029,9,25,Parts per billion,2.086957,4,5,6,Parts per million,0.958333,1.5,8,17
21129,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/27/2008,Parts per billion,27.65,43,0,41,Parts per million,0.016647,0.04,10,34,Parts per billion,1.75,3,0,4,Parts per million,0.776471,1.1,1,13
21133,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/28/2008,Parts per billion,18.521739,29,0,27,Parts per million,0.026583,0.04,23,34,Parts per billion,1.478261,3,11,4,Parts per million,0.583333,0.7,7,8
21137,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/29/2008,Parts per billion,12.565217,23,18,22,Parts per million,0.035167,0.04,0,34,Parts per billion,1.086957,2,10,3,Parts per million,0.391667,0.5,14,6
21141,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/1/2008,Parts per billion,17.913043,31,9,29,Parts per million,0.0285,0.039,13,33,Parts per billion,1.391304,3,12,4,Parts per million,0.4125,0.5,13,6
21145,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/2/2008,Parts per billion,22.478261,43,20,41,Parts per million,0.022375,0.05,10,42,Parts per billion,1.782609,7,9,10,Parts per million,0.570833,0.9,23,10
